name,genres,popularity,id
AGiftFromTodd,[],46,5HIe287SJPUFnR5TNjmhk5
Pepe Aguilar,"['mariachi', 'ranchera', 'banda', 'música mexicana']",70,03Yb3iBy9GCifXiATEFcit
The Aggrolites,"['ska', 'rocksteady', 'ska punk', 'reggae', 'reggae rock']",33,5tdgsoMr7dIrcVUVauzuvM
Ángela Aguilar,"['mariachi', 'ranchera', 'banda', 'música mexicana']",69,3abT87tqQ4Q5PA5nw6CYyH
Against All Authority,"['ska punk', 'ska', 'punk', 'skate punk', 'hardcore punk']",37,4zYmn9QW7Fzd7DzJsK9LyT
Tony Aguirre,"['corrido', 'corridos bélicos', 'corridos tumbados', 'electro corridos', 'sierreño']",67,6twEaJ9RPRYiCmWapjG8xh
AG,[],43,70IRyiXZdU8eIY56M0sBta
AG,[],27,6JOOOINVzgiSLV5xEIDPre
AG,"['riddim', 'dubstep', 'bass music', 'deathstep']",16,3HKUrC0erAdewcUeSKLzT8
Agnes Vidsjö,[],49,41tdmj2pTCBWS8wXZfPZb5
Ag,[],21,3Tyr0SUo9P8z0xWUgpDjxX
again&again,[],47,3CIq9N0VQGWfBpCAMzMZZN
AG,[],5,0NKpIUpjDOfa1sM22ejcMl
Joy Again,[],61,4jCIAMb0zEArF3GYEYzoDk
AG,['norwegian rap'],15,2Fi0a9OJGrQAcvbeRtJfV3
AG,[],34,23t9hwsDogzcB9khqNJzl4
Agatha All Along - Cast,[],49,3DzAdEl6ES0zSjKx42mjlD
AG,[],43,1UdoAayhUvqEp90sGJSb5I
A Great Big World,[],59,5xKp3UyavIBUsGy3DQdXeF
AG,['christian hip hop'],3,7CIShrU5T45G7djiAVkVfu
AG,[],1,1tCymwTHtO8XmgMhqZHINp
Agents Of Time,"['melodic techno', 'melodic house', 'techno']",54,6Jbyd4qzEtbFtswZP1o6Ht
ag,[],1,1biQ3zRXfIc5x3XuWo2gwV
AHEE,"['bass music', 'dubstep', 'riddim']",46,1gbDc1TANALgP8lLvO5UEf
a-ha,"['new wave', 'synthpop']",71,2jzc5TC5TVFLXQlBNiIUzE
Ahzura,[],57,4w1HcxcuJOH1WYJisOcFuQ
Aha Gazelle,"['christian hip hop', 'gospel r&b']",47,7suLW93RkuQKWb4WTI5F14
Ahmad Simmons,['musicals'],51,3KpWvpRW5ZDfndzjomuCee
Ahmad Jamal Trio,"['jazz', 'cool jazz', 'hard bop']",44,0BqALs1lInR9TTOulUADH7
Ahmet Kaya,"['arabesk', 'anatolian rock']",66,1Y2FwScblyMxpLTrNdfwyU
AJR,[],72,6s22t5Y3prQHyaHWUN1R1C
Ahmad Jamal,"['jazz', 'cool jazz', 'hard bop']",44,6gc6oo3u2f7SqTd4mhe81O
Ahmed Saad,"['mahraganat', 'egyptian pop', 'khaleeji', 'egyptian shaabi', 'arabic rap']",60,5D2ui1KD49TfyCDb35zf5V
Ahmed Bukhatir,['sholawat'],60,7H045XjM40okitH2R60OrR
Ahna Mac,[],29,5VqGBoxMjBHIaOkJc0SMTT
Ahiyan,['turkish hip hop'],60,0U8sdaBYsYld98xOIX1nYB
Ahab,"['doom metal', 'sludge metal', 'drone']",25,2N8XkSGgBeH1VrFHxbarbz
Ahmad Anonimis,[],44,3wnsNFtqQ75UEUAN3PwkPH
Ahmed Spins,"['afro house', 'melodic house']",53,4jercY4pUhY6jB8eQjpVJV
AHI,['folk pop'],46,08Uextujt6ZT2iQmSYAJfH
Ahkatuna,[],48,4NEy0Cz2vwn8RS7DpOoaoz
Ahmad Zahir,[],41,31ezwzanJpY106JhIOFYgj
Ha*Ash,['latin pop'],76,5xd2Tg7Zo8755eCy8Gxkp8
Ahmad Lewis,['west coast hip hop'],37,4X3nIh5dynzfAQmy1Z5hXI
Ahjah Walls,['worship'],42,3ndbQOJkH1hZns1W0k4tPY
Ahrele Samet,[],30,2iLw0WXjml6CzZWZjBzPEB
Chawki,['moroccan pop'],54,79b2ipSR68Uf9EzA438KZt
Ashnikko,[],70,3PyJHH2wyfQK3WZrk9rpmP
Ahrix,[],48,0kXCdaJ7C5MD27jXxzvHsa
Ahmad Zahir,[],27,7CLiUunU7RG85NX7bhjvw7
Ahntow,"['lo-fi', 'lo-fi beats']",42,4916V2MuzFT62WpTGgm64H
Ahadadream,['uk funky'],42,3SvsaUFZZNgVZYKrcFgzWW
Ahmed Jahanzeb,['desi'],54,2mwbuz349OET9y5xYFUnrR
Ahmed Malek,[],43,1F5NAWDKvoYJU3mEZQUFsB
Ashanti,['r&b'],71,5rkVyNGXEgeUqKkB5ccK83
AHJAH,['gospel r&b'],25,4GAAdeyX5h9aUxbZ7m0OCF
Ahmet Hatipoğlu,['turkish pop'],55,2sOq4hJZRAybcz8AvKjDK4
Ashe,[],68,6P5NO5hzJbuOqSdyPB7SJM
AHTI,"['finnish hip hop', 'finnish pop']",54,2E93OTghhH2JKYUWt48gFK
Ahren Stringer,[],18,3IGcyOSHV4xdyMY3OHN5c6
Ahn Ye Eun,['k-ballad'],45,0qQQYIK5Sxnzt72fGyTcvs
Ahadu Studios,[],22,0SrvR7fIbTZCYX1B1cz54g
阿保剛,"['shibuya-kei', 'japanese vgm', 'anime']",46,6Sn7YAvyrm7TzAM1lyaLqV
Alex Wann,"['afro house', 'melodic house']",62,6PTNNcLg90Kkl89JcEwKhT
Ahmed Moza,"['mahraganat', 'khaleeji', 'egyptian shaabi', 'egyptian pop', 'egyptian hip hop']",52,4vOfY5JSqJJPspHqGp4EZl
AMÉMÉ,"['afro house', 'latin house', 'tribal house', 'organic house']",49,1txb9Qg5lJ3KATxPcIYyvO
Ahwlee,[],38,5vNXUBHObHA5ToiPJjtmxh
Alexandra Blakely,[],26,7zd5mYBhDDwZGWqM1TwrJ7
Ahmet Aslan,"['arabesk', 'karadeniz folk']",52,7nx9ts8pRmbvMQvnPwqDSS
Andy C,"['drum and bass', 'jungle']",52,75HK7rgkmDMTnWwwmcN53N
AHNAMUSICA,"['lo-fi', 'lo-fi beats']",39,2QONtzTPgMymeO5VVQ4w3h
Shoreline Mafia,[],68,4tYSBptyGeVyZsk8JC4JHZ
Ahelghanai,[],2,41muYretXKUaanY5Io4a5s
Air Supply,['soft rock'],71,4xXCRXOfQKQ2gjWxNhNzYW
Ed Sheeran,['soft pop'],88,6eUKZXaKkcviH0Ku9w2n3V
Air,"['trip hop', 'downtempo', 'french house']",63,1P6U1dCeHxPui5pIrGmndZ
Johann Sebastian Bach,"['classical', 'classical piano']",77,5aIqB5nVVvmFsvSdExz408
Aitana,[],74,7eLcDZDYHXZCebtQmVFL25
Adele,['soft pop'],86,4dpARuHxo51G3z768sgnrY
Aitch,"['grime', 'uk drill', 'drill']",68,2PJEagPIxaBugeMjIyKVXF
Avicii,['edm'],83,1vCWHaC5f2uS3yhpwWbIA6
Aidan Bissett,[],53,4XQI4hyuy5xun1ou3SM8Oe
Ellie Goulding,[],80,0X2BH1fck6amBIoJhDVmmJ
Aimee Mann,[],49,3UpIbyXfGzmHG6TMH4dJEk
Alicia Keys,"['r&b', 'neo soul']",79,3DiDSECUqqY1AuBP8qtaIa
Aimer,"['anime', 'j-pop', 'j-rock']",65,0bAsR2unSRpn6BQPEnNlZm
Jhené Aiko,['r&b'],78,5ZS223C6JyBfXasXxrRqOk
The Airborne Toxic Event,[],47,7xovAENFxmyEWhzbnHsB3Z
Ava Max,[],79,4npEfmQ6YuiwW1GpUmaq3F
Airbourne,['hard rock'],58,6urzdpGY5yUimWZsgJUoTb
Ludovico Einaudi,"['neoclassical', 'classical']",79,2uFUBdaVGtyMqckSeCl0Qj
AILEE,"['k-ballad', 'k-pop']",58,3uGFTJ7JMllvhgGpumieHF
Avril Lavigne,[],77,0p4nmQO2msCgU4IF37Wi3j
Aiden,"['screamo', 'post-hardcore', 'emo', 'emocore', 'emo pop']",35,1FNjzdmDeHeZjU5qUJlQ1G
Alan Walker,[],80,7vk5e3vY1uw9plTHJAMwjN
Airbag,['argentine rock'],69,1wKDGglKV4FsFS85r2Dmpr
Ice Cube,"['gangster rap', 'west coast hip hop', 'g-funk']",74,3Mcii5XWf6E0lrY3Uky4cA
Aimyon,['j-pop'],70,5kVZa4lFUmAQlBogl1fkd6
Alessia Cara,[],74,2wUjUUtkb5lvLKcGKsKqsR
Ariana Grande,['pop'],92,66CXWjxzNUsdJxJ2JdwvnR
Alec Benjamin,[],74,5IH6FPUwQTxPSXurCrcIov
Aimee Carty,[],48,4LkmOQU5KA6vZgvJHnpQDl
AI,"['j-pop', 'j-r&b', 'j-rap']",57,0aD7NQx7yauKlVDnqOxk6q
AI,[],31,5ArggirRXXRk6d3yznRuy4
I Prevail,"['metalcore', 'metal']",68,3Uobr6LgQpBbk6k4QGAb3V
AI,"['drum and bass', 'liquid funk']",2,1z6Qx5Ga7147x4VBMXGlns
Alesso,['edm'],74,4AVFqumd2ogHFlRbKIjp1t
Ái,[],13,56UboFKYtPFJsprjayTBPk
Erykah Badu,"['neo soul', 'r&b']",68,7IfculRW2WXyzNQ8djX8WX
Ai,[],0,4pmby5tYvYoViiXJXOUd0Z
Billie Eilish,[],94,6qqNVTkY8uBg9cP3Jd7DAH
Ai,[],0,21aVJ2Lntwo3mIfLU9JjaH
IVE,['k-pop'],75,6RHTUrRF63xao58xh9FXYJ
AI,"['visual kei', 'j-r&b', 'j-rock']",1,0At6iqpeGeF7hOa4snxBHe
ILLIT,['k-pop'],73,36cgvBn0aadzOijnjjwqMN
ai,[],4,7wVG9rUxfPPNVZd7wJCgQ3
Aaliyah,['r&b'],66,0urTpYCsixqZwgNTkPJOJ4
Ai,[],2,3EZiCTWB19An7RJagxesFl
(G)I-DLE,['k-pop'],72,2AfmfGFbe0A0WsTYm0SDTx
ai,[],0,3puyUQT7vxOjp0PsiwJMcw
Iron Maiden,"['heavy metal', 'metal', 'hard rock', 'rock']",73,6mdiAmATAx73kdxrNrnlao
ai,['krautrock'],1,2HoE6ljZuWibvQDTgQSybu
Ella Fitzgerald,"['vocal jazz', 'jazz', 'swing music', 'jazz blues', 'big band', 'christmas']",68,5V0MlUE1Bft0mbLlND7FJz
AJR,[],72,6s22t5Y3prQHyaHWUN1R1C
AJJ,"['folk punk', 'midwest emo']",51,4IDpDJIDfK96HMLD4Tphyl
AJ Tracey,"['grime', 'uk drill', 'drill']",68,4Xi6LSfFqv26XgP9NKN26U
AJ Dispirito,"['drone', 'glitch', 'nightcore']",57,3GCo22R8vSTHqSP5mYM1E7
A.J. & Big Justice,[],41,0vZddxsYtrJ235wfjUavKp
Azealia Banks,['hip house'],63,7gRhy3MIPHQo5CXYfWaw9I
AJ Mitchell,[],53,6dn6x1XOng3LOAnfTjUn77
AJ McQueen,[],34,5yQzq87Fu3ZTADxVWwWoj7
AJ Michalka,[],53,30HtguQmog7sTEvDJowVEC
AJ Rafael,"['opm', 'harana']",49,4zrB9WV6Z0iKKnGb1Pj0P2
Ajay-Atul,"['marathi pop', 'devotional', 'bollywood', 'bhajan', 'hindi pop', 'desi']",66,5fvTHKKzW44A9867nPDocM
AJ Lee & Blue Summit,"['bluegrass', 'newgrass', 'americana']",38,1VwMKPdHxC7tI21tynmXEr
Ajaxx,"['brazilian trap', 'trap', 'trap funk', 'brazilian hip hop']",66,0y7B2G0jNMGWyQJsOoRMUt
A.J. Croce,['roots rock'],26,5GddXlP15Ktw1aHZEcKGZe
AJ Ghent [ j-ent ],[],40,6gLGK4HewZQk0009RLQ3nx
Ajay Gogavale,"['marathi pop', 'devotional', 'bhajan']",61,0vkpFzbSTmwPuGGnhsblFI
Ajeet,[],52,3sBtKwaTveANiltp7XgBLU
ASIAN KUNG-FU GENERATION,"['j-rock', 'anime', 'j-pop']",61,0MK8l3nURwwQIjafvXoJJt
aj1kk,[],35,3Fd2MsJhx76j9DDnOvYz5R
Ajda Pekkan,"['turkish pop', 't-pop', 'anatolian rock']",60,27XMnTLvCO7t3qGlQyTMkF
AJ Snow,['g-funk'],41,0QMfyg1Q1BNNQfOcnYIhg9
B. Ajaneesh Loknath,"['kannada pop', 'sandalwood']",59,3PjvC3vaZ6wh5FK6PZ4Dd5
Ajebo Hustlers,"['afrobeats', 'alté', 'afrobeat', 'afropop', 'afropiano', 'afro adura', 'afro soul']",56,7oVwzvvrXEC8LbXhaNjTi4
AJRadico,[],25,6n7llPn2HLKS375ZyJQ2VR
AJ Castillo,"['tejano', 'cumbia']",25,1KpWrB0KqGwEPdomvoTREW
Ajna (BE),"['afro house', 'melodic house', 'organic house']",53,6TILJrqby5UzMV1EemkxtN
aja monet,['spoken word'],31,6dclGxWbiv1ScMQwT5INQF
Ajmw,"['lo-fi beats', 'lo-fi', 'jazz beats']",46,64StAk1W7veJKQ9x0rlE2R
AJ Vitanza,[],24,4cYjXmjtYTr8km9NLjC7xe
Ajay Samra,[],44,4FxL7eKB7Uz1rWIpMOC6rW
Ajesh,"['kollywood', 'tamil pop']",55,7zneCNzf0wfXcjCOvirRlX
AJ McLean,[],30,5RFf1gyPc9lMOtCq2k6tLl
Aja,[],26,0fWt4FY87imqsBJpt2QVL0
Ajay Asika,"['african gospel', 'gospel']",48,6JTtYSXFQweCccnZnRkVs1
Nancy Ajram,"['khaleeji', 'sholawat', 'egyptian pop']",63,0LnHdW6HMPoOlNdhG3DHjE
Aly & AJ,[],55,5wugb0kaq0J6nyQ5Xgd17i
Anjunadeep,[],34,1goY4yaRANzadE03kmlUeq
AJULIACOSTA,[],54,0eHkGhhUyp3LZdtZjaA8gd
Jon Bellion,[],65,50JJSqHUf2RQ9xsHs0KMHg
Taylor Swift,[],97,06HL4z0CvFAxyc27GXpf02
AJWAVY,['punjabi pop'],21,6UR3ut2Rwbfc2caZxtVa0T
Lilaj,[],54,0MUAgiAYuEWh1LI4sqmimL
Akon,[],82,0z4gvV4rjIZ9wHck67ucSV
AJ Meijer,['musicals'],38,0LOUFAF4plAL7N5hiklRfU
Ajeva,[],7,3soYnA4vGTtcJPvnYITbqE
Ajay,"['marathi pop', 'bhajan', 'devotional']",51,0cZUnZAl3WmjGJwEVcBqEH
Akapellah,['latin hip hop'],63,6fMZytDgX1Q9OV6ndSugym
Ajay Hooda,['haryanvi pop'],53,0chXoaSRKjUrHfFPzdcmSc
AJ Suede,[],22,7dlFDnUJOBYzDxph0CKByU
Azymuth,"['brazilian jazz', 'jazz funk', 'jazz fusion', 'acid jazz']",46,5lYcr7Yue9FUB7MJDBtTJx
Akon,[],82,0z4gvV4rjIZ9wHck67ucSV
Akwid,"['mexican hip hop', 'latin hip hop']",62,3mYFuz6iY7D9X78rOXg5CG
Arctic Monkeys,"['indie', 'garage rock']",87,7Ln80lUS6He07XvHI8qqHH
Akeem Ali,[],42,5aTVaxCp68WGSX8qRkVM3X
akiaura,"['phonk', 'witch house', 'electroclash']",66,0zilOJ2Ze0FLrQ76cZQaoc
Akapellah,['latin hip hop'],63,6fMZytDgX1Q9OV6ndSugym
Akira Yamaoka,['japanese vgm'],61,6f7UIM59MQy6y0bJmQcRNe
Akiva,['mizrahi'],50,308QpS53hDcYGZseJlXtma
2 Chainz,"['rap', 'southern hip hop']",77,17lzZA2AlOHwCwFALHttmp
AK Bandamont,[],44,430Zvgtw4i0Ec25Wwe9T2g
AKUGETSU,[],61,5lMia1loNJEa8ofqQkKFAp
AKMU,"['k-pop', 'k-ballad']",60,6OwKE9Ez6ALxpTaKcT5ayv
AURORA,"['norwegian pop', 'art pop']",75,1WgXqy2Dd70QQOU7Ay074N
AK,[],46,7DICBAYiaIMh5MulqwCtET
Action Bronson,['east coast hip hop'],63,7BMccF0hQFBpP6417k1OtQ
Akira The Don,['spoken word'],44,14ep6TM2JzapH5nk7vaora
Academy of St. Martin in the Fields,"['classical', 'chamber music', 'orchestra']",67,77CaCn32H4mOMQA7UElzfF
Arcade Fire,"['indie rock', 'baroque pop']",64,3kjuyTCjPG1WMFCiyc5IuB
Akbar V,[],32,74PEUb9Hxn7dY8jjgnQvSw
ASIAN KUNG-FU GENERATION,"['j-rock', 'anime', 'j-pop']",61,0MK8l3nURwwQIjafvXoJJt
AKB48,"['j-pop', 'c-pop']",55,01wau5CL3Z1vfJJWkzBkqg
Akhil Sachdeva,"['hindi pop', 'bollywood']",67,3TOhzLRYnkkul71yRBxIoM
Akintoye,[],41,1EgCxqT8GgE5oXX3PkeGhq
Akvavit,[],55,3vvY6bfFNRymVmylw2vfGy
AKRIILA,"['neoperreo', 'chilean trap', 'reggaeton chileno']",58,39hfuTf4PHfnHgIl0QBDGL
Aqua,"['europop', 'eurodance']",65,6kBjAFKyd0he7LiA5GQ3Gz
T-Pain,[],78,3aQeKQSyrW4qWr35idm0cy
AKTHESAVIOR,['j-rap'],41,1RlBttuJAY33jcaL1TOlUw
AKASAKI,['j-pop'],62,2VcWFvgGxVdma52qB5DSDw
Ak4:20,"['reggaeton chileno', 'chilean trap', 'chilean mambo', 'mambo', 'urbano latino']",63,1SiLK8gdECx2iEm2SSj0Bl
AK-7,"['duranguense', 'banda']",44,6m8eq7CdgwURpgOVlflCFh
South Park Mexican,"['mexican hip hop', 'latin hip hop']",60,4kKaAWGdu6WW0W415RWaQA
Akiko Yano,"['city pop', 'shibuya-kei', 'art pop', 'kayokyoku', 'japanese indie']",35,4edePQHgbrc5h00ChgnQns
Axwell /\ Ingrosso,[],65,2XnBwblw31dfGnspMIwgWz
AJR,[],72,6s22t5Y3prQHyaHWUN1R1C
AKLO,"['j-rap', 'j-r&b']",55,5fNuYnFYyzsrVRtDcKPnxb
Akhlys,['black metal'],29,7swiuMho0UMNYbZqcO0dho
AK AUSSERKONTROLLE,['german hip hop'],64,07SFzTMeYf5P8Rd32a9Zzw
AKAI SOLO,"['experimental hip hop', 'alternative hip hop']",33,4BqOTaVacNL8CyDxxgiMjB
Akhil,"['punjabi pop', 'hindi pop', 'bollywood']",62,6zZrFenNe3YPttxZsnQQs1
Axwell,['edm'],64,1xNmvlEiICkRlRGqlNFZ43
Akalex,['moombahton'],27,731SRh0Tu8EXaCEa2m7BrV
AKDO,"['turkish hip hop', 'turkish pop']",63,17EAWIoXAMU9Vo9xRrdZQ0
Akimbo4s,[],29,00bbiv9R4irFfQQsjJ8TVy
Akinyele,['east coast hip hop'],30,3P8PFi9LRirEf3JiEDOHZM
Akira Galaxy,[],23,7JZCkitZk0jBzOKOfV3LdC
Aksel Møller,[],49,2jVswK0TYMQNByLwsyYeaS
Akina Nakamori,"['kayokyoku', 'city pop', 'enka', 'j-pop']",54,7140bcJ0ZySe314nUfOo1J
AK,['chillstep'],50,33Cf4O1KAVbtQa00scMi2A
Akcent,['europop'],53,57Pw3FSi1qi2fOY4wKOKjK
Alice In Chains,"['grunge', 'post-grunge']",75,64tNsm6TnZe2zpcMVMOoHL
Akon,[],82,0z4gvV4rjIZ9wHck67ucSV
Alabama Barker,[],44,14ECf5Br2oZKftkSIVDO70
Alex Warren,[],81,0fTSzq9jAh4c36UVb4V7CB
Alex G,[],77,6lcwlkAjBPSKnFBZjjZFJs
Alicia Keys,"['r&b', 'neo soul']",79,3DiDSECUqqY1AuBP8qtaIa
Taylor Swift,[],97,06HL4z0CvFAxyc27GXpf02
Alan Jackson,"['country', 'christian country']",72,4mxWe1mtYIYfP040G38yvS
Alanis Morissette,[],68,6ogn9necmbUdCppmNnGOdi
The Alchemist,"['alternative hip hop', 'jazz rap', 'experimental hip hop', 'boom bap']",73,0eVyjRhzZKke2KFYTcDkeu
Alabama Shakes,[],60,16GcWuvvybAoaHr0NqT8Eh
Al Green,"['soul', 'motown', 'soul blues']",66,3dkbV4qihUeMsqN4vBGg93
El Alfa,"['dembow', 'urbano latino', 'latin', 'reggaeton']",77,2oQX8QiMXOyuqbcZEFsZfm
Alessia Cara,[],74,2wUjUUtkb5lvLKcGKsKqsR
Alan Walker,[],80,7vk5e3vY1uw9plTHJAMwjN
Alfredo Olivas,"['banda', 'corrido', 'norteño', 'sierreño', 'corridos bélicos']",79,5xYNmNkaWRqu3e5F4UXME8
Rauw Alejandro,"['reggaeton', 'urbano latino', 'trap latino', 'latin']",90,1mcTU81TzQhprhouKaTkpq
alt-J,"['indie', 'indie rock']",70,3XHO7cRUPCLOr6jwp8vsx5
Wolfgang Amadeus Mozart,"['classical', 'requiem', 'opera', 'classical piano', 'chamber music']",76,4NJhFmfw43RLBLjQvxDuRS
SZA,['r&b'],95,7tYKF4w9nC0nq9CsPZTHyP
Aly & AJ,[],55,5wugb0kaq0J6nyQ5Xgd17i
Alec Benjamin,[],74,5IH6FPUwQTxPSXurCrcIov
Alemán,"['mexican hip hop', 'latin hip hop', 'electro corridos']",79,4QFG9KrGWEbr6hNA58CAqE
All Time Low,"['pop punk', 'emo', 'emo pop', 'punk']",69,46gyXjRIvN1NL1eCB8GBxo
Novo Amor,[],73,0rZp7G3gIH6WkyeXbrZnGi
alex_g_offline,[],66,0bC6e2YtIRLbKx2txHFmEo
Allman Brothers Band,"['southern rock', 'classic rock', 'blues rock', 'country rock']",62,4wQ3PyMz3WwJGI5uEqHUVR
Alesso,['edm'],74,4AVFqumd2ogHFlRbKIjp1t
The All-American Rejects,"['pop punk', 'emo', 'emo pop']",67,3vAaWhdBR38Q02ohXqaNHT
Alvaro Diaz,[],76,5J7rXWjtn5HzUkJ4Jet8Fr
Alleh,[],78,3DeOmVSmpv7WknXoo1OS8p
Alejandro Fernández,"['mariachi', 'ranchera', 'latin pop', 'bolero']",77,6sq1yF0OZEWA4xoXVKW1L9
Alex Jean,"['christian hip hop', 'gospel r&b', 'christian', 'christian pop']",59,5qSM9F3Ei58tG08tXrJjSi
Alok,"['brazilian bass', 'electronic', 'slap house', 'electro house']",78,0NGAZxHanS9e0iNHpR8f2W
Alabama,"['country', 'country rock', 'christian country']",64,6rJqqRce0Kvo2dJUXoHleC
A.R. Rahman,"['tamil pop', 'kollywood', 'bollywood', 'sufi', 'hindi pop', 'desi', 'tamil dance']",81,1mYsTxnqsietFxj1OgoGbG
Alkaline Trio,"['pop punk', 'punk', 'emo', 'emo pop', 'skate punk']",56,1aEYCT7t18aM3VvM6y8oVR
Alka Yagnik,"['bollywood', 'hindi pop', 'desi']",81,3gBKY0y3dFFVRqicLnVZYz
Alejandro Sanz,['latin pop'],77,5sUrlPAHlS9NEirDB8SEbF
Alvvays,"['shoegaze', 'dream pop', 'jangle pop', 'indie']",58,3kzwYV3OCB010YfXMF0Avt
Alina Baraz,[],63,6hfwwpXqZPRC9CsKI7qtv1
All That Remains,"['metalcore', 'metal']",59,2zgG1GPDvjaBgxeQaVXI14
Almighty,"['trap latino', 'reggaeton', 'trap']",74,6P6GTRTigHBp8ZesNtpCKH
ALTÉGO,[],57,2f1gRV8q7Wua3x7dkoWrbS
Alexandra Kay,[],56,67ZcPnEGiAlCx2O3sQarWV
Olivia Rodrigo,[],86,1McMsnEElThX1knmY4oliG
Allen Stone,['retro soul'],54,536osqBGKzeozje8BfcGsa
Alter Bridge,"['post-grunge', 'alternative metal', 'hard rock']",60,4DWX7u8BV0vZIQSpJQQDWU
Jason Aldean,"['country', 'acoustic country']",74,3FfvYsEGaIb52QPXhg4DcH
Alphaville,['synthpop'],73,0xliTEbFfy5HQHvsTknTkX
Amy Winehouse,[],78,6Q192DXotxtaysaqNPy5yR
Gunna,['melodic rap'],86,2hlmm7s2ICUX0LVIhVFlZQ
Amyl and The Sniffers,['punk'],59,3NqV2DJoAWsjl787bWaHW7
Aminé,[],64,3Gm5F95VdRxW3mqCn8RPBJ
Wolfgang Amadeus Mozart,"['classical', 'requiem', 'opera', 'classical piano', 'chamber music']",76,4NJhFmfw43RLBLjQvxDuRS
America,"['soft rock', 'folk rock']",69,35U9lQaRWSQISxQAB94Meo
Ne-Yo,[],81,21E3waRsmPlU7jZsS13rcj
Amon Amarth,"['melodic death metal', 'folk metal', 'metal', 'death metal', 'pirate metal', 'melodic metal', 'heavy metal', 'power metal']",59,3pulcT2wt7FEG10lQlqDJL
American Football,"['midwest emo', 'math rock', 'emo']",55,5FwydyGVcsQllnM4xM6jw4
Amitabh Bhattacharya,"['bollywood', 'hindi pop', 'desi']",80,2fMqTqiTxUDlmcOEPaQSsx
Amira Elfeky,['shoegaze'],57,6Z4kwq0LOaYQW2CqudoOIk
Nelly,[],75,2gBjLmx6zQnFGQJCAQpRgw
Amigo the Devil,"['folk punk', 'gothic country', 'alt country']",50,0AkmSuTOzM2pNCIOSP8ziv
Amaarae,"['alté', 'afrobeats']",66,21UPYSRWFKwtqvSAnFnSvS
ame,[],66,7htQnykNfk2Bu39bSw7owz
The Amity Affliction,"['metalcore', 'post-hardcore', 'screamo', 'metal']",60,6kNKUYGn6VNGsRoXmyoDPK
Amble,[],56,5ZC7GPz5h9zkEfjZBUDNzI
American Authors,[],65,0MlOPi3zIDMVrfA9R04Fe3
Amelia Moore,[],59,61shKG2hWuRTW2PEAPk7fo
Anne-Marie,[],77,1zNqDE7qDGCsyzJwohVaoX
Amber Mark,['alternative r&b'],57,0tbeZu9lv8YEKSQ9tZSslu
Amanda Seyfried,['musicals'],66,5RZjpmuD14JKXvB8Ry1G1u
Amerie,[],55,08rMCq2ek1YjdDBsCPVH2s
Amit Trivedi,"['bollywood', 'hindi pop', 'desi', 'gujarati garba', 'gujarati pop']",74,7HCqGPJcQTyGJ2yqntbuyr
Ambrosia,['soft rock'],57,0J2Ej2rMQyqaUX3G6MUISw
Armin van Buuren,"['trance', 'progressive house', 'electronica', 'edm']",75,0SfsnGyD8FpIN4U4WCkBZ5
Amos Lee,[],57,0QrowybipCKUDnq5y10PD2
Ambient Fruits Music,[],61,7bYFA0NlCuL55EJRgNpOZE
Amr Diab,"['egyptian pop', 'khaleeji']",68,5abSRg0xN1NV3gLbuvX24M
Amy Grant,"['christmas', 'ccm', 'christian']",55,72Nhcx7prNk2ZCxhx0Y5es
Amanda Reifer,[],61,1PpDfXOUG7gxUjR1quWnwp
AMPERS&ONE,['k-pop'],41,4T0Chh3DGxJrEs3gM0biqg
Neil Young,"['classic rock', 'folk rock', 'singer-songwriter', 'roots rock']",68,6v8FB84lnmJs434UJf2Mrm
AmaLee,['anime'],58,4sf4DrAOkheqktxTyKm7tO
Amenazzy,"['trap latino', 'reggaeton', 'dembow', 'urbano latino']",66,6kq4GHwUcUojGIu0ziSNXf
Amber Pacific,"['pop punk', 'emo pop']",38,4GHa4pyuelazwyhdLo5AwL
Amaria,"['alternative r&b', 'neo soul']",52,2clS9uX2uOrHHqkyDMkzA1
Amtrac,"['melodic house', 'nu disco', 'deep house']",49,3ifxHfYz2pqHku0bwx8H5J
Alanis Morissette,[],68,6ogn9necmbUdCppmNnGOdi
Amanda Perez,[],43,5DqmNLPM1kAbSBQk2FMm6b
Amber Coffman,"['dubstep', 'dub']",60,4vpGVGgxSDcCTmqYbsOnsn
AM,"['drill', 'uk drill', 'grime']",47,6qYIqnnJM4TkFtVKiqQgmm
Amélie Farren,[],57,6xRbdqe7I2llmjw533rYnG
AM,"['uk drill', 'drill']",21,3bO1MVSvmcKUSDR3GrJETo
Amaal Mallik,"['bollywood', 'hindi pop', 'desi']",71,76fuWYgIf3TVIopTs3vaJ6
AM,['vinahouse'],31,6hVIKiaOoa3slo4rBWzSOZ
Neil Diamond,[],67,7mEIug7XUlQHikrFxjTWes
AM,[],16,7oU02sqMgbwAgKhk9ifoZT
AM,[],11,2lgcnskhjtMDbzbVvQ1pW3
Amy Lee,[],57,0fGVuq5ed21pM7iWwTcMyk
Angie Stone,"['neo soul', 'soul']",57,2hWr3AjjKOCVmWcwvuT4uM
Anuel AA,"['reggaeton', 'trap latino', 'urbano latino', 'latin']",88,2R21vXR83lH98kGeO99Y66
Romeo Santos,"['bachata', 'bachata pop', 'latin']",84,5lwmRuXgjX8xIwlnauTZIP
